Type,Requirement,Change,Urgency,Origin,N_dependencies,Cost,Time,Priority,AI_Analysis,AI_PlantUML
nfr,The product shall prevent its data from incorrect data being introduced,modification,later,developer knowledge,1,4,8,low,"User story:
As a system administrator, I want the system to validate and verify all data inputs so that incorrect data is prevented from being introduced into the product.

Components:
- Data Validation Module
- Data Verification Module
- Data Input Module
- Error Handling Module
- Data Storage Module

PlantUML:
```plantuml
@startuml
component DataValidationModule as ""Data Validation Module""
component DataVerificationModule as ""Data Verification Module""
component DataInputModule as ""Data Input Module""
component ErrorHandlingModule as ""Error Handling Module""
component DataStorageModule as ""Data Storage Module""
component SystemAdministrator as ""System Administrator""

DataInputModule --> DataValidationModule : Validate Data
DataValidationModule --> DataVerificationModule : Verify Data
DataVerificationModule --> DataStorageModule : Store Valid Data
DataInputModule --> ErrorHandlingModule : Handle Invalid Data
SystemAdministrator --> DataInputModule : Input Data
DataStorageModule --> SystemAdministrator : Retrieve Valid Data

@enduml
```","@startuml
component ""DataValidationModule as ""Data Validation Module""
component DataVerificationModule as ""Data Verification Module""
component DataInputModule as ""Data Input Module""
component ErrorHandlingModule as ""Error Handling Module""
component DataStorageModule as ""Data Storage Module""
component SystemAdministrator"" as ""System Administrator""

DataInputModule --> DataValidationModule : Validate Data
DataValidationModule --> DataVerificationModule : Verify Data
DataVerificationModule --> DataStorageModule : Store Valid Data
DataInputModule --> ErrorHandlingModule : Handle Invalid Data
SystemAdministrator --> DataInputModule : Input Data
DataStorageModule --> SystemAdministrator : Retrieve Valid Data

@enduml"
fr,The system shall allow a real estate agent to query MLS information,modification,soon,market,2,2,2,low,"User story:
As a real estate agent, I want to query MLS information so that I can provide accurate and up-to-date property listings to my clients.

Components:
- MLS Data Repository: a database or storage system that contains the MLS information
- Query Engine: a software module that allows real estate agents to search and retrieve MLS data
- User Interface: a web or mobile application that provides an interface for real estate agents to input queries and view results
- Authentication Module: a component that verifies the identity of real estate agents and grants access to the system
- Data Integration Module: a component that integrates the MLS data with other relevant data sources

PlantUML:
```plantuml
@startuml
left to right direction

actor ""Real Estate Agent"" as agent

component ""User Interface"" as ui
component ""Query Engine"" as query
component ""MLS Data Repository"" as mls
component ""Authentication Module"" as auth
component ""Data Integration Module"" as integration

agent ---> ui
ui ---> auth
auth ---> query
query ---> mls
query ---> integration
integration ---> mls

@enduml
```","@startuml
left to right direction

actor ""Real Estate Agent"" as agent

component ""User Interface"" as ui
component ""Query Engine"" as query
component ""MLS Data Repository"" as mls
component ""Authentication Module"" as auth
component ""Data Integration Module"" as integration

agent ---> ui
ui ---> auth
auth ---> query
query ---> mls
query ---> integration
integration ---> mls

@enduml"
fr,The user shall be able to get driving directions to a selected property,modification,soon,customer,1,3,4,low,"User story:
As a user, I want to get driving directions to a selected property so that I can navigate to the property easily.

Components:
- Property Selection Module
- Mapping Service Integration
- Direction Calculation Algorithm
- User Interface for Displaying Directions

PlantUML:
```plantuml
@startuml
left to right direction

actor User as ""User""

component PropertySelection as ""Property Selection""
component MappingService as ""Mapping Service""
component DirectionCalculation as ""Direction Calculation""
component UserInterface as ""User Interface""

User --> PropertySelection : selects property
PropertySelection --> MappingService : requests directions
MappingService --> DirectionCalculation : calculates route
DirectionCalculation --> UserInterface : displays directions
UserInterface --> User : shows directions

@enduml
```","@startuml
left to right direction

actor User as ""User""

component PropertySelection as ""Property Selection""
component MappingService as ""Mapping Service""
component DirectionCalculation as ""Direction Calculation""
component UserInterface as ""User Interface""

User --> PropertySelection : selects property
PropertySelection --> MappingService : requests directions
MappingService --> DirectionCalculation : calculates route
DirectionCalculation --> UserInterface : displays directions
UserInterface --> User : shows directions

@enduml"
fr,The user shall be able to download appointments and contact information for clients,modification,soon,customer,1,2,3,low,"User story:
As a user, I want to download appointments and contact information for clients so that I can access and manage client data offline.

Components:
- Client Data Repository: a database or storage system to store client information and appointments
- Download Manager: a module responsible for handling download requests and generating downloadable files
- User Interface: a web or mobile application that allows users to interact with the system and initiate downloads
- Authentication Module: a component that handles user authentication and authorization to ensure only authorized users can access client data
- Data Export Module: a module that formats and exports client data into a downloadable format (e.g., CSV, PDF)

PlantUML:
```plantuml
@startuml
left to right direction

actor User as ""User""
component ClientDataRepository as ""Client Data Repository""
component DownloadManager as ""Download Manager""
component UserInterface as ""User Interface""
component AuthenticationModule as ""Authentication Module""
component DataExportModule as ""Data Export Module""

User --> UserInterface : uses
UserInterface --> AuthenticationModule : uses
AuthenticationModule --> ClientDataRepository : accesses
UserInterface --> DownloadManager : uses
DownloadManager --> DataExportModule : uses
DataExportModule --> ClientDataRepository : reads
DownloadManager --> UserInterface : provides downloadable file

@enduml
```","@startuml
left to right direction

actor User as ""User""
component ClientDataRepository as ""Client Data Repository""
component DownloadManager as ""Download Manager""
component UserInterface as ""User Interface""
component AuthenticationModule as ""Authentication Module""
component DataExportModule as ""Data Export Module""

User --> UserInterface : uses
UserInterface --> AuthenticationModule : uses
AuthenticationModule --> ClientDataRepository : accesses
UserInterface --> DownloadManager : uses
DownloadManager --> DataExportModule : uses
DataExportModule --> ClientDataRepository : reads
DownloadManager --> UserInterface : provides downloadable file

@enduml"
fr,The system shall display clear property images in the search results,modification,soon,customer,1,2,3,low,"User story:
As a user, I want to view clear property images in the search results so that I can easily identify and evaluate the properties that match my search criteria.

Components:
- Image Repository: a module responsible for storing and managing property images
- Search Results Module: a component that handles the display of search results, including property images
- Image Processing Module: a component that optimizes and resizes images for clear display
- User Interface: a module that renders the search results, including property images, to the user

PlantUML:
```plantuml
@startuml
left to right direction

actor User as ""User""

component ImageRepository as ""Image Repository""
component SearchResultsModule as ""Search Results Module""
component ImageProcessingModule as ""Image Processing Module""
component UserInterface as ""User Interface""

User --> UserInterface : searches for properties
UserInterface --> SearchResultsModule : requests search results
SearchResultsModule --> ImageRepository : retrieves property images
ImageRepository --> ImageProcessingModule : sends images for processing
ImageProcessingModule --> SearchResultsModule : returns optimized images
SearchResultsModule --> UserInterface : sends search results with images
UserInterface --> User : displays search results with clear property images

@enduml
```","@startuml
left to right direction

actor User as ""User""

component ImageRepository as ""Image Repository""
component SearchResultsModule as ""Search Results Module""
component ImageProcessingModule as ""Image Processing Module""
component UserInterface as ""User Interface""

User --> UserInterface : searches for properties
UserInterface --> SearchResultsModule : requests search results
SearchResultsModule --> ImageRepository : retrieves property images
ImageRepository --> ImageProcessingModule : sends images for processing
ImageProcessingModule --> SearchResultsModule : returns optimized images
SearchResultsModule --> UserInterface : sends search results with images
UserInterface --> User : displays search results with clear property images

@enduml"
fr,The system shall update or create new property listings in the MLS,addition,soon,market,1,2,3,low,"User story:
As a real estate agent, I want to update or create new property listings in the MLS so that I can manage my properties efficiently and make them visible to potential buyers.

Components:
- Property Listing Service: responsible for creating and updating property listings
- MLS Integration Module: handles communication with the MLS system
- User Interface: provides a platform for real estate agents to input property listing information
- Data Storage: stores property listing data for future reference and updates

PlantUML:
```plantuml
@startuml
left to right direction

actor ""Real Estate Agent"" as agent
component ""User Interface"" as ui
component ""Property Listing Service"" as pls
component ""MLS Integration Module"" as mls
component ""Data Storage"" as ds

agent --> ui
ui ---> pls: create/update property listing
pls ---> mls: send property listing to MLS
pls ---> ds: store property listing
mls ---> ds: update stored property listing
ds ---> pls: retrieve property listing

@enduml
```","@startuml
left to right direction

actor ""Real Estate Agent"" as agent
component ""User Interface"" as ui
component ""Property Listing Service"" as pls
component ""MLS Integration Module"" as mls
component ""Data Storage"" as ds

agent --> ui
ui ---> pls: create/update property listing
pls ---> mls: send property listing to MLS
pls ---> ds: store property listing
mls ---> ds: update stored property listing
ds ---> pls: retrieve property listing

@enduml"
fr,Realtor shall be able to generate a CMA report based on property criteria,modification,soon,market,1,2,3,low,"User story:
As a realtor, I want to generate a Comparative Market Analysis (CMA) report based on specific property criteria so that I can provide accurate and informative reports to my clients.

Components:
- Property Criteria Input Module
- Property Database
- CMA Report Generation Module
- Report Viewing Module
- User Authentication Module

PlantUML:
```plantuml
@startuml
left to right direction

actor Realtor as ""Realtor""

component PropertyCriteriaInput as ""Property Criteria Input""
component PropertyDatabase as ""Property Database""
component CMAReportGeneration as ""CMA Report Generation""
component ReportViewing as ""Report Viewing""
component UserAuthentication as ""User Authentication""

Realtor -- (Login)
Realtor --> PropertyCriteriaInput : Input property criteria
PropertyCriteriaInput --> PropertyDatabase : Retrieve relevant properties
PropertyDatabase --> CMAReportGeneration : Provide property data
CMAReportGeneration --> ReportViewing : Generate CMA report
Realtor <--> ReportViewing : View CMA report
UserAuthentication --* PropertyCriteriaInput : Secure input
UserAuthentication --* ReportViewing : Secure viewing

@enduml
```","@startuml
left to right direction

actor Realtor as ""Realtor""

component PropertyCriteriaInput as ""Property Criteria Input""
component PropertyDatabase as ""Property Database""
component CMAReportGeneration as ""CMA Report Generation""
component ReportViewing as ""Report Viewing""
component UserAuthentication as ""User Authentication""

Realtor -- (Login)
Realtor --> PropertyCriteriaInput : Input property criteria
PropertyCriteriaInput --> PropertyDatabase : Retrieve relevant properties
PropertyDatabase --> CMAReportGeneration : Provide property data
CMAReportGeneration --> ReportViewing : Generate CMA report
Realtor <--> ReportViewing : View CMA report
UserAuthentication --* PropertyCriteriaInput : Secure input
UserAuthentication --* ReportViewing : Secure viewing

@enduml"
fr,The system shall be able to call the seller or buyer to schedule an appointment,modification,soon,customer,3,4,5,low,"User story:
As a system administrator, I want to be able to initiate a call to the seller or buyer to schedule an appointment so that the system can facilitate efficient communication and appointment setting between parties.

Components:
- Telephony Module: responsible for handling voice calls
- Appointment Scheduler Module: manages appointment scheduling and notifications
- User Management Module: stores and retrieves seller and buyer contact information
- Integration Module: handles integration with external telephony services

PlantUML:
```plantuml
@startuml
left to right direction
actor Seller as ""Seller""
actor Buyer as ""Buyer""
actor SystemAdministrator as ""System Administrator""

component TelephonyModule as ""Telephony Module""
component AppointmentSchedulerModule as ""Appointment Scheduler Module""
component UserManagementModule as ""User Management Module""
component IntegrationModule as ""Integration Module""

SystemAdministrator -- (Initiate Call)
SystemAdministrator ..> TelephonyModule : uses
TelephonyModule ..> IntegrationModule : integrates with
IntegrationModule ..> UserManagementModule : retrieves contact info
UserManagementModule --* Seller : stores
UserManagementModule --* Buyer : stores
TelephonyModule --* Seller : calls
TelephonyModule --* Buyer : calls
AppointmentSchedulerModule --* Seller : schedules
AppointmentSchedulerModule --* Buyer : schedules
SystemAdministrator --* AppointmentSchedulerModule : manages

@enduml
```","@startuml
left to right direction
actor Seller as ""Seller""
actor Buyer as ""Buyer""
actor SystemAdministrator as ""System Administrator""

component TelephonyModule as ""Telephony Module""
component AppointmentSchedulerModule as ""Appointment Scheduler Module""
component UserManagementModule as ""User Management Module""
component IntegrationModule as ""Integration Module""

SystemAdministrator -- (Initiate Call)
SystemAdministrator ..> TelephonyModule : uses
TelephonyModule ..> IntegrationModule : integrates with
IntegrationModule ..> UserManagementModule : retrieves contact info
UserManagementModule --* Seller : stores
UserManagementModule --* Buyer : stores
TelephonyModule --* Seller : calls
TelephonyModule --* Buyer : calls
AppointmentSchedulerModule --* Seller : schedules
AppointmentSchedulerModule --* Buyer : schedules
SystemAdministrator --* AppointmentSchedulerModule : manages

@enduml"
fr,The realtor shall be notified of new client appointments after automatic synchronization with office system,addition,soon,customer,1,2,3,low,"User story:
As a realtor, I want to be notified of new client appointments after automatic synchronization with the office system so that I can prepare and manage my schedule effectively.

Components:
- Appointment Synchronization Module
- Office System Integration API
- Realtor Notification System
- Appointment Database

PlantUML:
```plantuml
@startuml
left to right direction

actor Realtor as ""Realtor""
actor OfficeSystem as ""Office System""

component AppointmentSynchronization as ""Appointment Synchronization Module""
component OfficeSystemAPI as ""Office System Integration API""
component RealtorNotification as ""Realtor Notification System""
component AppointmentDB as ""Appointment Database""

Realtor -->(AppointmentSynchronization)
OfficeSystem -->(OfficeSystemAPI)
AppointmentSynchronization -->(OfficeSystemAPI)
OfficeSystemAPI -->(AppointmentDB)
AppointmentSynchronization -->(RealtorNotification)
RealtorNotification -->(Realtor)

@enduml
```","@startuml
left to right direction

actor Realtor as ""Realtor""
actor OfficeSystem as ""Office System""

component AppointmentSynchronization as ""Appointment Synchronization Module""
component OfficeSystemAPI as ""Office System Integration API""
component RealtorNotification as ""Realtor Notification System""
component AppointmentDB as ""Appointment Database""

Realtor -->(AppointmentSynchronization)
OfficeSystem -->(OfficeSystemAPI)
AppointmentSynchronization -->(OfficeSystemAPI)
OfficeSystemAPI -->(AppointmentDB)
AppointmentSynchronization -->(RealtorNotification)
RealtorNotification -->(Realtor)

@enduml"
fr,The realtor shall be able to retrieve a map showing property locations for a specified area,modification,soon,organization,1,3,4,low,"User story:
As a realtor, I want to retrieve a map showing property locations for a specified area so that I can visualize and understand the distribution of properties in that area.

Components:
- Map Viewer Component: responsible for displaying the map and property locations
- Property Location Service: responsible for retrieving property locations for a specified area
- Area Selection Component: responsible for allowing the user to select a specified area
- Map Data Repository: responsible for storing and managing map data
- Property Data Repository: responsible for storing and managing property data

PlantUML:
```plantuml
@startuml
left to right direction

actor Realtor as ""Realtor""

component MapViewer as ""Map Viewer Component""
component PropertyLocationService as ""Property Location Service""
component AreaSelection as ""Area Selection Component""
component MapDataRepository as ""Map Data Repository""
component PropertyDataRepository as ""Property Data Repository""

Realtor -- (Use Case: Retrieve Map)
(Use Case: Retrieve Map) ..> MapViewer : uses
MapViewer --* PropertyLocationService : requests
PropertyLocationService --* AreaSelection : uses
PropertyLocationService --* MapDataRepository : retrieves
PropertyLocationService --* PropertyDataRepository : retrieves
AreaSelection --* MapDataRepository : uses

@enduml
```","@startuml
left to right direction

actor Realtor as ""Realtor""

component MapViewer as ""Map Viewer Component""
component PropertyLocationService as ""Property Location Service""
component AreaSelection as ""Area Selection Component""
component MapDataRepository as ""Map Data Repository""
component PropertyDataRepository as ""Property Data Repository""

Realtor -- (Use Case: Retrieve Map)
(Use Case: Retrieve Map) ..> MapViewer : uses
MapViewer --* PropertyLocationService : requests
PropertyLocationService --* AreaSelection : uses
PropertyLocationService --* MapDataRepository : retrieves
PropertyLocationService --* PropertyDataRepository : retrieves
AreaSelection --* MapDataRepository : uses

@enduml"
fr,The system shall notify the realtor when a seller or buyer responds to an appointment request,modification,later,customer,3,5,9,low,"User story:
As a realtor, I want to be notified when a seller or buyer responds to an appointment request so that I can stay updated on the status of my appointments and take necessary actions.

Components:
- Appointment Request Module
- Notification Module
- User Management Module (for seller, buyer, and realtor profiles)
- Response Management Module (to handle responses from sellers and buyers)

PlantUML:
```plantuml
@startuml
left to right direction

actor Seller as ""Seller""
actor Buyer as ""Buyer""
actor Realtor as ""Realtor""

component AppointmentRequest as ""Appointment Request Module""
component Notification as ""Notification Module""
component UserManager as ""User Management Module""
component ResponseManager as ""Response Management Module""

Realtor -->(AppointmentRequest)
Seller -->(ResponseManager)
Buyer -->(ResponseManager)
ResponseManager -->(AppointmentRequest)
AppointmentRequest -->(Notification)
Notification -->(Realtor)

@enduml
```","@startuml
left to right direction

actor Seller as ""Seller""
actor Buyer as ""Buyer""
actor Realtor as ""Realtor""

component AppointmentRequest as ""Appointment Request Module""
component Notification as ""Notification Module""
component UserManager as ""User Management Module""
component ResponseManager as ""Response Management Module""

Realtor -->(AppointmentRequest)
Seller -->(ResponseManager)
Buyer -->(ResponseManager)
ResponseManager -->(AppointmentRequest)
AppointmentRequest -->(Notification)
Notification -->(Realtor)

@enduml"
fr,The product shall allow the user to save the property search results,modification,later,customer,1,4,8,low,"User story:
As a user, I want to save the property search results so that I can easily access and review them later.

Components:
- Search Module
- Result Processing Module
- Data Storage Module
- User Interface Module

PlantUML:
```plantuml
@startuml
left to right direction

actor User as ""User""

component SearchModule as ""Search Module""
component ResultProcessingModule as ""Result Processing Module""
component DataStorageModule as ""Data Storage Module""
component UserInterfaceModule as ""User Interface Module""

User --> UserInterfaceModule
UserInterfaceModule --> SearchModule
SearchModule --> ResultProcessingModule
ResultProcessingModule --> DataStorageModule
ResultProcessingModule --> UserInterfaceModule

@enduml
```","@startuml
left to right direction

actor User as ""User""

component SearchModule as ""Search Module""
component ResultProcessingModule as ""Result Processing Module""
component DataStorageModule as ""Data Storage Module""
component UserInterfaceModule as ""User Interface Module""

User --> UserInterfaceModule
UserInterfaceModule --> SearchModule
SearchModule --> ResultProcessingModule
ResultProcessingModule --> DataStorageModule
ResultProcessingModule --> UserInterfaceModule

@enduml"
nfr,The system shall be easy to use by the Program Administrators/Nursing Staff Members,modification,soon,organization,3,3,4,low,"User story:
As a Program Administrator/Nursing Staff Member, I want to easily navigate and use the system so that I can efficiently manage programs and provide quality care to patients.

Components:
- User Interface (UI) Module: responsible for providing an intuitive and user-friendly interface for Program Administrators and Nursing Staff Members.
- Accessibility Module: ensures the system is accessible on various devices and platforms, catering to different user needs.
- Training Module: offers guided tutorials, hints, and documentation to help users understand the system's functionality.
- Feedback Mechanism: allows users to provide feedback and suggestions for improving the system's usability.
- Simplified Workflow Module: streamlines workflows and reduces complexity, making it easier for users to perform tasks.

PlantUML:
```plantuml
@startuml
component ""User Interface (UI) Module"" as UI
component ""Accessibility Module"" as AM
component ""Training Module"" as TM
component ""Feedback Mechanism"" as FM
component ""Simplified Workflow Module"" as SWM

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"" as NSM

PA ---> UI : uses
NSM ---> UI : uses
UI ---> AM : utilizes
UI ---> TM : integrates
UI ---> FM : incorporates
UI ---> SWM : streamlines

AM ---> UI : enhances
TM ---> UI : supports
FM ---> UI : informs
SWM ---> UI : optimizes

@enduml
```","@startuml
component """"User Interface (UI) Module"" as UI
component ""Accessibility Module"" as AM
component ""Training Module"" as TM
component ""Feedback Mechanism"" as FM
component ""Simplified Workflow Module"" as SWM

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"""" as NSM

PA ---> UI : uses
NSM ---> UI : uses
UI ---> AM : utilizes
UI ---> TM : integrates
UI ---> FM : incorporates
UI ---> SWM : streamlines

AM ---> UI : enhances
TM ---> UI : supports
FM ---> UI : informs
SWM ---> UI : optimizes

@enduml"
nfr,All of the users shall be able to use the system after one day of training,modification,soon,developer knowledge,1,3,4,low,"User story:
As a system administrator, I want to ensure that all users can effectively use the system after one day of training so that the system can be utilized efficiently and effectively by all users.

Components:
- User Interface (UI) Module: to provide an intuitive and user-friendly interface for users to interact with the system
- Training Module: to provide interactive training sessions and materials for users to learn the system
- Documentation Module: to provide comprehensive documentation and user manuals for users to refer to during and after training
- System Feedback Mechanism: to collect user feedback and suggestions for improving the system's usability and overall user experience

PlantUML:
```plantuml
@startuml
component User_Interface as ""User Interface (UI) Module""
component Training_Module as ""Training Module""
component Documentation_Module as ""Documentation Module""
component System_Feedback_Mechanism as ""System Feedback Mechanism""
component Users as ""Users""

Users -->(User_Interface)
Users -->(Training_Module)
Users -->(Documentation_Module)
Users -->(System_Feedback_Mechanism)

User_Interface --* Training_Module
User_Interface --* Documentation_Module
Training_Module --* Documentation_Module
System_Feedback_Mechanism --* User_Interface

@enduml
```
Note: The component diagram shows the relationships between the different components and how they interact with each other to ensure that users can effectively use the system after one day of training. The Users component represents the end-users of the system.","@startuml
component ""User_Interface as ""User Interface (UI) Module""
component Training_Module as ""Training Module""
component Documentation_Module as ""Documentation Module""
component System_Feedback_Mechanism as ""System Feedback Mechanism""
component Users"" as ""Users""

Users -->(User_Interface)
Users -->(Training_Module)
Users -->(Documentation_Module)
Users -->(System_Feedback_Mechanism)

User_Interface --* Training_Module
User_Interface --* Documentation_Module
Training_Module --* Documentation_Module
System_Feedback_Mechanism --* User_Interface

@enduml"
nfr,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students,modification,soon,organization,2,2,3,low,"User story:
As a nursing program administrator, I want to use a scheduling system that automatically checks for conflicts and suggests optimal schedules so that I can avoid making mistakes while scheduling classes and clinicals for the nursing students.

Components:
- Scheduling Algorithm Module
- Conflict Detection Module
- Schedule Optimization Module
- User Interface Module
- Database Module (to store student, class, and clinical information)
- Validation Module (to ensure data consistency and accuracy)

PlantUML:
```plantuml
@startuml
component SchedulingAlgorithm as ""Scheduling Algorithm Module""
component ConflictDetection as ""Conflict Detection Module""
component ScheduleOptimization as ""Schedule Optimization Module""
component UserInterface as ""User Interface Module""
component Database as ""Database Module""
component Validation as ""Validation Module""

actor Administrator as ""Nursing Program Administrator""

Administrator --> UserInterface
UserInterface --> SchedulingAlgorithm
SchedulingAlgorithm --> ConflictDetection
ConflictDetection --> ScheduleOptimization
ScheduleOptimization --> Database
Database --> Validation
Validation --> SchedulingAlgorithm

@enduml
```","@startuml
component ""SchedulingAlgorithm as ""Scheduling Algorithm Module""
component ConflictDetection as ""Conflict Detection Module""
component ScheduleOptimization as ""Schedule Optimization Module""
component UserInterface as ""User Interface Module""
component Database as ""Database Module""
component Validation as ""Validation Module""

actor Administrator"" as ""Nursing Program Administrator""

Administrator --> UserInterface
UserInterface --> SchedulingAlgorithm
SchedulingAlgorithm --> ConflictDetection
ConflictDetection --> ScheduleOptimization
ScheduleOptimization --> Database
Database --> Validation
Validation --> SchedulingAlgorithm

@enduml"
nfr,The number of mistakes noted by the students shall be decreased by 50% in the first year,modification,later,developer knowledge,1,4,8,low,"User story:
As a teacher, I want to implement an effective learning system so that the number of mistakes noted by the students is decreased by 50% in the first year.

Components:
- Mistake Tracking Module
- Personalized Learning Module
- Real-time Feedback Module
- Data Analytics Module
- Teacher Dashboard

PlantUML:
```plantuml
@startuml
component MistakeTrackingModule as ""Mistake Tracking Module""
component PersonalizedLearningModule as ""Personalized Learning Module""
component RealTimeFeedbackModule as ""Real-time Feedback Module""
component DataAnalyticsModule as ""Data Analytics Module""
component TeacherDashboard as ""Teacher Dashboard""

user Teacher as ""Teacher""
user Student as ""Student""

Teacher -->> TeacherDashboard : uses
TeacherDashboard -->> MistakeTrackingModule : monitors
TeacherDashboard -->> PersonalizedLearningModule : configures
TeacherDashboard -->> RealTimeFeedbackModule : views
TeacherDashboard -->> DataAnalyticsModule : analyzes

Student -->> PersonalizedLearningModule : interacts
PersonalizedLearningModule -->> RealTimeFeedbackModule : sends
RealTimeFeedbackModule -->> Student : receives
RealTimeFeedbackModule -->> MistakeTrackingModule : updates
MistakeTrackingModule -->> DataAnalyticsModule : provides data
DataAnalyticsModule -->> TeacherDashboard : displays insights
@enduml
```","@startuml
component ""MistakeTrackingModule as ""Mistake Tracking Module""
component PersonalizedLearningModule as ""Personalized Learning Module""
component RealTimeFeedbackModule as ""Real-time Feedback Module""
component DataAnalyticsModule as ""Data Analytics Module""
component TeacherDashboard as ""Teacher Dashboard""

user Teacher as ""Teacher""
user Student"" as ""Student""

Teacher -->> TeacherDashboard : uses
TeacherDashboard -->> MistakeTrackingModule : monitors
TeacherDashboard -->> PersonalizedLearningModule : configures
TeacherDashboard -->> RealTimeFeedbackModule : views
TeacherDashboard -->> DataAnalyticsModule : analyzes

Student -->> PersonalizedLearningModule : interacts
PersonalizedLearningModule -->> RealTimeFeedbackModule : sends
RealTimeFeedbackModule -->> Student : receives
RealTimeFeedbackModule -->> MistakeTrackingModule : updates
MistakeTrackingModule -->> DataAnalyticsModule : provides data
DataAnalyticsModule -->> TeacherDashboard : displays insights
@enduml"
nfr,The system shall be intuitive to the Program Administrators/Nursing Staff Members,modification,soon,organization,3,3,4,low,"User story:
As a Program Administrator/Nursing Staff Member, I want the system to be easy to navigate and understand so that I can efficiently manage programs and provide quality care without extensive training.

Components:
- User Interface (UI) Module: responsible for providing an intuitive and user-friendly interface for Program Administrators and Nursing Staff Members.
- User Experience (UX) Module: focuses on creating a seamless and engaging experience for users, ensuring that the system is easy to learn and use.
- Accessibility Module: ensures that the system is accessible to all users, including those with disabilities, and follows accessibility guidelines.
- Training and Support Module: provides resources and support to help Program Administrators and Nursing Staff Members get familiar with the system and resolve any issues they may encounter.

PlantUML:
```plantuml
@startuml
component ""User Interface (UI)"" as UI
component ""User Experience (UX)"" as UX
component ""Accessibility"" as ACC
component ""Training and Support"" as TS

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"" as NSM

PA ---> UI : uses
NSM ---> UI : uses
UI ---> UX : provides
UX ---> ACC : ensures
ACC ---> TS : supports
TS ---> PA : assists
TS ---> NSM : assists

@enduml
```","@startuml
component """"User Interface (UI)"" as UI
component ""User Experience (UX)"" as UX
component ""Accessibility"" as ACC
component ""Training and Support"" as TS

actor ""Program Administrator"" as PA
actor ""Nursing Staff Member"" as NSM

PA ---> UI : uses
NSM ---> UI : uses
UI ---> UX : provides
UX ---> ACC : ensures
ACC ---> TS : supports
TS ---> PA : assists
TS ---> NSM :"" assists

@enduml"
nfr,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals,modification,soon,organization,3,3,4,low,"User story:
As a Program Administrator/Nursing Staff Member, I want to be able to manage the scheduling of classes and clinicals using the system so that I can efficiently organize and coordinate educational activities.

Components:
- User Authentication Module
- Scheduling Module
- Class Management Module
- Clinical Management Module
- User Interface (UI) Module
- Database Module

PlantUML:
```plantuml
@startuml
component UserAuthentication as ""User Authentication""
component Scheduling as ""Scheduling""
component ClassManagement as ""Class Management""
component ClinicalManagement as ""Clinical Management""
component UserInterface as ""User Interface""
component Database as ""Database""

ProgramAdministrator ---> UserInterface
NursingStaffMember ---> UserInterface
UserInterface ---> UserAuthentication
UserInterface ---> Scheduling
UserInterface ---> ClassManagement
UserInterface ---> ClinicalManagement
Scheduling ---> Database
ClassManagement ---> Database
ClinicalManagement ---> Database
UserAuthentication ---> Database

@enduml
```
Note: The architectural base diagram is a Component Diagram, which is suitable for Non-Functional Requirements (NFR) like","@startuml
component ""UserAuthentication as ""User Authentication""
component Scheduling as ""Scheduling""
component ClassManagement as ""Class Management""
component ClinicalManagement as ""Clinical Management""
component UserInterface as ""User Interface""
component Database"" as ""Database""

ProgramAdministrator ---> UserInterface
NursingStaffMember ---> UserInterface
UserInterface ---> UserAuthentication
UserInterface ---> Scheduling
UserInterface ---> ClassManagement
UserInterface ---> ClinicalManagement
Scheduling ---> Database
ClassManagement ---> Database
ClinicalManagement ---> Database
UserAuthentication ---> Database

@enduml"
nfr,The system shall use symbols and words that are naturally understandable by the user community,modification,soon,project vision,1,2,3,low,"User story:
As a user, I want the system to use intuitive symbols and words so that I can easily understand and interact with the system.

Components:
- Localization Module
- Icon Library
- Terminology Manager
- User Interface (UI) Component
- Natural Language Processing (NLP) Module

PlantUML:
```plantuml
@startuml
component LocalizationModule as ""Localization Module""
component IconLibrary as ""Icon Library""
component TerminologyManager as ""Terminology Manager""
component UIComponent as ""User Interface (UI) Component""
component NLPModule as ""Natural Language Processing (NLP) Module""
actor User as ""User""

User --> UIComponent
UIComponent --> LocalizationModule
UIComponent --> IconLibrary
UIComponent --> TerminologyManager
LocalizationModule --> NLPModule
IconLibrary --> NLPModule
TerminologyManager --> NLPModule
@enduml
```","@startuml
component ""LocalizationModule as ""Localization Module""
component IconLibrary as ""Icon Library""
component TerminologyManager as ""Terminology Manager""
component UIComponent as ""User Interface (UI) Component""
component NLPModule as ""Natural Language Processing (NLP) Module""
actor User"" as ""User""

User --> UIComponent
UIComponent --> LocalizationModule
UIComponent --> IconLibrary
UIComponent --> TerminologyManager
LocalizationModule --> NLPModule
IconLibrary --> NLPModule
TerminologyManager --> NLPModule
@enduml"
